0,2061,2061
1,1308,6421
2,4799,2945
3,937,281
4,937,5119
5,937,5577
6,2122,4059
7,937,469
8,5418,1004
9,937,2032
10,937,4945
11,2518,3826
12,5136,3259
13,937,937
14,937,3915
15,1679,1046
16,5377,2064
17,937,2945
18,5536,1435
19,2122,2122
20,1198,3978
21,937,4543
22,3978,1667
23,937,2174
24,6276,2945
25,937,3238
26,5536,5377
27,937,1816
28,2518,4799
29,6187,3146
30,6036,5918
31,4799,2651
32,937,5136
33,0,5110
34,937,3146
35,937,4260
36,4799,2567
37,4799,1354
38,2518,2518
39,2021,791
40,937,3556
41,3833,2759
42,937,4582
43,937,2813
44,3978,2945
45,5536,1476
46,2122,962
47,962,3653
48,0,2813
49,5648,579
50,3097,3885
51,5377,1390
52,2710,2710
53,5136,4266
54,5377,5459
55,2805,1953
56,937,5377
57,937,4195
58,937,4335
59,5377,1858
60,962,6095
61,2813,59
62,4799,4162
63,5377,5176
64,5377,2792
65,5328,6438
66,937,2122
67,937,5377
68,3447,530
69,1138,6327
70,937,59
71,2122,5377
72,937,937
73,2710,5204
74,4038,4038
75,2945,3725
76,3978,4303
77,5536,2518
78,5377,5377
79,937,937
80,5536,401
81,3514,3645
82,6187,4582
83,3978,2259
84,937,937
85,937,3564
86,5536,2757
87,937,5136
88,5536,2064
89,0,4561
90,937,895
91,937,3324
92,937,3953
93,937,530
94,0,1597
95,937,2351
96,4945,3622
97,1476,1920
98,332,5654
99,2122,6484
100,3978,1322
101,5536,6476
102,1308,1790
103,937,2758
104,937,5459
105,0,5518
106,1476,1476
107,59,3385
108,3978,4677
109,937,5119
110,105,6512
111,3146,2442
112,4677,4677
113,2465,3268
114,5536,167
115,937,3568
116,937,3733
117,3146,80
118,4799,5119
119,2600,5425
120,937,549
121,937,5405
122,5377,2122
123,1308,2710
124,6187,3953
125,2813,2442
126,167,1790
127,5377,6188
128,2518,5454
129,1308,3653
130,2813,323
131,1679,4982
132,5536,5510
133,937,1140
134,3228,5648
135,937,1953
136,0,12
137,3653,3396
138,937,3097
139,937,3097
140,937,2472
141,937,3268
142,0,3932
143,5136,3389
144,2122,1118
145,937,4260
146,5162,5648
147,114,1953
148,937,4799
149,2945,5380
150,937,2809
151,3978,2122
152,2122,3717
153,2122,265
154,937,5536
155,937,5801
156,5536,5431
157,937,2351
158,4799,6097
159,2945,1531
160,937,4827
161,937,5179
162,5377,1396
163,937,1735
164,6187,1421
165,6187,749
166,5774,4018
167,5377,1396
168,937,2442
169,5377,1176
170,5536,3978
171,0,4720
172,2122,1785
173,5377,32
174,5377,3134
175,0,3622
176,2122,4945
177,4799,1318
178,0,4827
179,937,937
180,937,3144
181,937,2260
182,937,6484
183,2945,6095
184,937,5884
185,937,2021
186,2518,3309
187,1790,3242
188,6422,6422
189,937,5536
190,937,1308
191,937,5536
192,6187,6036
193,937,5685
194,0,5847
195,6187,6294
196,937,937
197,4672,5536
198,1019,4270
199,937,4295
200,0,4639
201,4619,4038
202,145,2483
203,0,3483
204,5377,2144
205,6187,4799
206,513,4788
207,937,4635
208,1308,5140
209,937,1476
210,3978,2391
211,937,4932
212,0,2851
213,937,937
214,1816,2358
215,2945,3554
216,937,937
217,937,2518
218,1856,4945
219,0,2809
220,2809,4162
221,937,937
222,937,937
223,937,6479
224,0,1947
225,0,937
226,1198,3826
227,937,2945
228,6187,4270
229,2518,3268
230,937,937
231,937,5377
232,5536,628
233,937,2122
234,2122,6100
235,5162,2356
236,1308,2437
237,937,4917
238,937,167
239,2122,937
240,937,1318
241,332,947
242,2260,1308
243,4672,5636
244,5377,1679
245,937,3375
246,937,4945
247,3826,5537
248,2518,3268
249,2122,4959
250,937,4335
251,4677,5510
252,2122,2442
253,1308,5797
254,937,2178
255,937,5537
256,6187,2805
257,1953,964
258,5882,5882
259,4799,4799
260,4799,3597
261,1308,1111
262,3514,937
263,2945,3371
264,3978,1920
265,0,3978
266,937,3969
267,5536,1679
268,937,1308
269,937,3003
270,5377,5377
271,4799,6294
272,5377,4563
273,937,6103
274,5536,935
275,937,5892
276,5536,1176
277,937,937
278,0,2866
279,2518,4619
280,6187,4009
281,1476,4243
282,937,5383
283,1679,5648
284,3978,6422
285,3978,3029
286,937,937
287,167,762
288,5377,4563
289,6187,4043
290,2122,2813
291,5536,6187
292,0,4539
293,937,2356
294,937,1495
295,2518,4317
296,265,3125
297,6187,4266
298,937,281
299,167,3630
300,937,4317
301,2945,5174
302,0,4842
303,0,1931
304,3097,5250
305,2518,5648
306,2122,5119
307,2122,5418
308,5377,3268
309,2122,763
310,5536,3978
311,1448,4361
312,1308,5536
313,2813,59
314,6187,3447
315,1679,5752
316,937,2079
317,937,265
318,2945,1176
319,937,5908
320,3717,2945
321,937,154
322,4799,4843
323,937,5970
324,2945,4799
325,937,3653
326,0,6516
327,5648,4885
328,2945,3733
329,937,1308
330,937,5884
331,937,379
332,0,2580
333,5536,5612
334,3978,2021
335,0,366
336,5377,2333
337,2375,2319
338,937,837
339,937,602
340,4038,5648
341,937,5752
342,5536,2351
343,937,3334
344,937,5884
345,937,6095
346,2122,5377
347,1953,3371
348,6187,6187
349,234,6126
350,5136,937
351,1495,2323
352,0,1235
353,167,4498
354,0,5536
355,937,3029
356,6187,937
357,2122,6568
358,937,949
359,937,2518
360,1679,1955
361,937,1308
362,5377,3826
363,59,1550
364,2061,2945
365,937,4799
366,5162,5362
367,210,4539
368,0,937
369,937,4639
370,937,4799
371,4799,765
372,1476,1576
373,5377,5204
374,5536,5136
375,5882,5119
376,937,2342
377,2809,2710
378,937,4772
379,937,3857
380,937,5536
381,937,5119
382,937,4379
383,937,3309
384,937,2006
385,2813,5648
386,2809,6081
387,4317,1772
388,2122,4362
389,1476,1308
390,937,3240
391,0,579
392,937,1396
393,937,4216
394,1679,1308
395,937,6386
396,5377,5119
397,3146,2945
398,937,6352
399,937,6187
400,2122,2122
401,937,3213
402,5136,2851
403,3978,2805
404,5536,5536
405,937,5774
406,1396,5377
407,6187,2483
408,5882,5882
409,1308,1308
410,0,2809
411,6187,5884
412,5536,3447
413,937,1476
414,937,2028
415,937,1198
416,937,962
417,2945,6294
418,5377,3016
419,2122,3403
420,937,3242
421,5536,5822
422,937,5249
423,937,1476
424,937,1343
425,0,585
426,5377,937
427,5536,5162
428,4543,6036
429,4799,909
430,937,3198
431,4677,2021
432,1308,411
433,6187,1661
434,2809,2809
435,6187,2639
436,0,2287
437,5536,1454
438,5536,4799
439,937,59
440,6187,5431
441,0,1308
442,1495,5194
443,6422,2199
444,937,6276
445,937,203
446,5377,4224
447,2122,4097
448,2518,4660
449,4799,86
450,937,1077
451,5648,4799
452,5377,2442
453,1137,4080
454,277,167
455,6241,5915
456,4799,1922
457,3978,59
458,5377,2078
459,3978,3371
460,1679,909
461,3097,628
462,234,5250
463,937,5466
464,6187,3396
465,2122,4685
466,1679,3371
467,2518,3735
468,145,2006
469,63,5377
470,167,1111
471,937,3333
472,937,1137
473,1627,6036
474,5377,4059
475,5377,2599
476,5648,5014
477,4799,4843
478,5377,5882
479,937,1790
480,5536,1147
481,1679,4827
482,5520,1567
483,1308,167
484,2945,5536
485,753,6300
486,5377,5648
487,167,77
488,6187,5816
489,0,323
490,308,937
491,1308,5375
492,937,4355
493,5536,6187
494,4162,1476
495,1953,3857
496,5377,6187
497,2813,3950
498,2518,401
499,4799,2518
500,5377,4798
501,0,5636
502,6422,539
503,1137,6702
504,411,714
505,0,2945
506,6496,6496
507,2414,2412
508,4799,3228
509,6187,167
510,4799,3200
511,937,6187
512,4799,1922
513,3097,5626
514,937,848
515,5377,4170
516,2122,4355
517,937,6349
518,46,3447
519,2945,3670
520,0,3202
521,1308,2172
522,2122,4062
523,937,6403
524,5882,323
525,3097,992
526,5536,5536
527,2518,265
528,1435,1727
529,937,937
530,2945,323
531,3653,4856
532,3978,3332
533,0,4933
534,937,1785
535,0,1421
536,4544,4203
537,635,5648
538,2122,145
539,937,1588
540,0,6241
541,937,4799
542,1856,59
543,6187,1495
544,187,1476
545,5377,2945
546,1396,4563
547,909,5648
548,2710,2710
549,5536,628
550,2122,3826
551,5536,4685
552,937,6187
553,1679,937
554,937,5536
555,916,4561
556,1308,2471
557,6187,3311
558,2945,486
559,937,2409
560,1953,1953
561,937,2122
562,937,4224
563,937,953
564,5377,5776
565,5536,6245
566,1308,1842
567,5536,5377
568,2122,2122
569,0,5439
570,4917,2945
571,937,2647
572,5648,5648
573,2351,2351
574,332,332
575,5536,4843
576,0,3334
577,3978,2805
578,937,3097
579,0,3833
580,2351,937
581,937,1522
582,628,4224
583,1320,1953
584,0,2744
585,937,464
586,3978,937
587,1308,1308
588,3978,657
589,2809,3556
590,5536,5536
591,5648,6464
592,6187,1308
593,0,2442
594,1308,3071
595,1953,3886
596,2122,3029
597,937,937
598,937,6187
599,0,6241
600,4295,6241
601,937,962
602,2945,2414
603,167,2498
604,5536,167
605,937,5377
606,937,1329
607,5377,5377
608,5536,5536
609,2945,167
610,937,937
611,6187,5536
612,2122,3447
613,2518,2518
614,3622,2813
615,2122,3579
616,2414,4060
617,579,1856
618,1308,4582
619,3978,2002
620,6422,4030
621,3978,4335
622,937,937
623,937,2533
624,5536,3200
625,0,650
626,937,962
627,2122,5884
628,937,1914
629,5136,6711
630,1785,1790
631,5162,4038
632,6187,6187
633,6187,5379
634,6421,2122
635,937,4380
636,937,3908
637,937,3393
638,937,4335
639,2945,5948
640,937,1495
641,937,1953
642,937,4266
643,5536,5908
644,937,5431
645,6187,5536
646,937,5884
647,937,2442
648,937,1308
649,937,1816
650,6187,6328
651,635,4042
652,5536,5071
653,937,3738
654,937,1816
655,2122,6187
656,1679,4635
657,2945,4639
658,937,4649
659,937,2351
660,1476,1476
661,1476,1914
662,937,5250
663,3978,154
664,5377,3146
665,2564,5377
666,526,6248
667,59,2172
668,4672,59
669,937,4799
670,5536,1476
671,2122,1571
672,6187,4038
673,1476,3054
674,937,1679
675,5536,2831
676,4799,5292
677,3228,1597
678,0,3996
679,937,3396
680,937,3146
681,6187,2813
682,4799,491
683,937,4726
684,5536,5106
685,937,4632
686,0,2412
687,6187,3144
688,5536,3144
689,937,3152
690,3978,1783
691,937,3908
692,4266,3857
693,4799,1476
694,937,5030
695,6187,1176
