7000,4361,4751
7001,937,604
7002,937,167
7003,937,916
7004,4672,4544
7005,3978,4672
7006,2813,1661
7007,937,2221
7008,6187,1743
7009,937,3969
7010,3978,2518
7011,2442,6248
7012,937,5249
7013,937,984
7014,5377,6100
7015,937,3184
7016,6036,3403
7017,3554,3147
7018,5536,5884
7019,937,3228
7020,937,5308
7021,2122,3978
7022,4266,1935
7023,937,4454
7024,5915,59
7025,937,3442
7026,1308,1942
7027,773,773
7028,1953,6187
7029,937,6344
7030,5648,3152
7031,0,6554
7032,937,1308
7033,2945,1435
7034,937,6142
7035,1476,6648
7036,937,4089
7037,937,1179
7038,937,2710
7039,937,59
7040,59,5583
7041,937,182
7042,937,4799
7043,937,2710
7044,937,1838
7045,5377,585
7046,937,207
7047,937,6214
7048,937,3804
7049,937,5884
7050,937,937
7051,937,937
7052,937,1909
7053,4544,2464
7054,5536,2122
7055,167,2805
7056,937,4335
7057,6187,6187
7058,5377,5257
7059,937,765
7060,6187,5648
7061,3978,2414
7062,937,962
7063,3978,3167
7064,5377,469
7065,937,1772
7066,937,604
7067,5648,2455
7068,937,552
7069,2813,1661
7070,5536,6187
7071,5136,1390
7072,937,6422
7073,167,3652
7074,5377,1150
7075,937,3826
7076,3978,1856
7077,937,4009
7078,937,4901
7079,5377,3554
7080,937,3447
7081,937,2805
7082,0,81
7083,937,937
7084,6187,6187
7085,5377,5529
7086,5636,5636
7087,59,2414
7088,937,1298
7089,937,1043
7090,4672,4490
7091,937,3832
7092,0,2021
7093,3152,3071
7094,2122,628
7095,937,2759
7096,937,527
7097,937,1679
7098,0,207
7099,937,6036
7100,3097,6126
7101,937,992
7102,937,937
7103,4543,3597
7104,4672,4672
7105,1790,5860
7106,937,3857
7107,0,3857
7108,937,3144
7109,937,332
7110,5377,3029
7111,1308,1308
7112,2122,5377
7113,937,1198
7114,0,1388
7115,937,3097
7116,170,3597
7117,937,5251
7118,937,469
7119,2809,6407
7120,937,6476
7121,4799,3332
7122,909,909
7123,5648,5648
7124,3826,5788
7125,937,2172
7126,937,3202
7127,937,5648
7128,5536,602
7129,1476,3242
7130,918,2966
7131,1308,1679
7132,265,962
7133,937,2208
7134,3146,1909
7135,3978,3978
7136,5136,4639
7137,3978,1308
7138,937,2813
7139,3228,3597
7140,937,1953
7141,937,778
7142,937,3733
7143,937,3556
7144,937,59
7145,937,937
7146,937,6187
7147,937,6023
7148,937,4506
7149,5536,4987
7150,773,4490
7151,3978,5409
7152,937,937
7153,2122,962
7154,937,4619
7155,0,1679
7156,1953,2414
7157,937,4539
7158,937,277
7159,1679,1679
7160,937,4917
7161,937,3097
7162,5536,778
7163,1790,3396
7164,4799,292
7165,937,5030
7166,937,154
7167,6187,59
7168,937,2945
7169,937,1953
7170,1308,3034
7171,5774,6300
7172,937,5510
7173,937,5536
7174,3978,3332
7175,4799,4059
7176,3978,4799
7177,937,2945
7178,1308,167
7179,1308,6095
7180,3228,5774
7181,937,2464
7182,937,937
7183,2945,5297
7184,5377,5119
7185,937,5535
7186,3653,58
7187,937,3653
7188,937,2651
7189,937,4799
7190,937,3389
7191,5648,1679
7192,5136,4945
7193,937,59
7194,937,1112
7195,5377,2518
7196,1308,3682
7197,5377,1476
7198,3978,6403
7199,937,2122
7200,937,5233
7201,937,962
7202,937,4622
7203,937,1816
7204,937,1476
7205,2122,473
7206,937,203
7207,2122,2463
7208,937,5409
7209,4799,937
7210,937,3554
7211,1308,2710
7212,1920,1953
7213,5860,2458
7214,937,2079
7215,937,4317
7216,6187,1679
7217,5377,424
7218,5536,4063
7219,6187,2485
7220,4799,6110
7221,2371,3202
7222,4038,1435
7223,937,937
7224,4799,6276
7225,2945,6276
7226,937,1511
7227,5536,4544
7228,937,3005
7229,6422,5377
7230,937,5779
7231,937,5648
7232,937,6484
7233,0,2945
7234,937,937
7235,5536,3447
7236,937,46
7237,1476,6200
7238,937,4224
7239,937,937
7240,2945,6100
7241,2122,2122
7242,5536,3622
7243,937,552
7244,6276,979
7245,3097,3097
7246,937,1309
7247,1950,2710
7248,1953,1783
7249,6187,3653
7250,0,4049
7251,937,4260
7252,937,167
7253,937,3996
7254,2945,1785
7255,937,5536
7256,937,6422
7257,937,4038
7258,4799,3152
7259,937,937
7260,4266,6392
7261,6187,6136
7262,0,1914
7263,937,6496
7264,937,4009
7265,937,4586
7266,937,2564
7267,937,2465
7268,2809,3393
7269,4266,58
7270,0,5119
7271,937,1914
7272,469,1822
7273,937,604
7274,1308,281
7275,937,1816
7276,3228,1679
7277,5536,5536
7278,937,3826
7279,937,2338
7280,937,4917
7281,937,937
7282,1495,3953
7283,937,4162
7284,4672,4119
7285,0,3653
7286,937,5516
7287,3978,5648
7288,0,4720
7289,937,6669
7290,5536,2518
7291,937,5536
7292,2945,1679
7293,937,5136
7294,2945,6229
7295,937,4162
7296,59,5377
7297,4799,5885
7298,937,5456
7299,5377,4231
7300,937,4038
7301,5536,6100
7302,916,3388
7303,937,992
7304,4799,4799
7305,5377,5882
7306,1000,579
7307,937,1495
7308,937,3097
7309,5136,6195
7310,527,527
7311,937,5136
7312,6036,1909
7313,5536,34
7314,2945,3429
7315,937,6422
